0,0.019230769230769232,0.75,0.8,1,24,2,-,5
0,0.028846153846153848,0.75,0.7,1,23,2,-,6
0,0.028846153846153848,0.75,0.7,1,24,2,-,7
0,0.028846153846153848,0.75,0.7,1,25,3,-,11
0,0.028846153846153848,0.75,0.7,1,27,3,-,11
0,0.028846153846153848,0.75,0.7,1,28,3,-,10
0,0.028846153846153848,0.75,0.7,1,28,3,-,14
0,0.028846153846153848,0.75,0.7,1,34,4,-,7
0,0.028846153846153848,0.75,0.7,1,50,4,-,10
0,0.038461538461538464,0.75,0.6,1,24,3,-,8
0,0.038461538461538464,0.75,0.7,1,22,3,-,6
0,0.038461538461538464,0.75,0.7,1,24,2,-,7
0,0.038461538461538464,0.75,0.7,1,24,2,-,8
0,0.038461538461538464,0.75,0.7,1,29,3,-,9
0,0.038461538461538464,0.75,0.7,1,32,4,-,7
0,0.038461538461538464,0.75,0.7,1,38,3,-,9
0,0.038461538461538464,0.75,0.7,1,40,2,-,11
0,0.038461538461538464,0.75,0.7,1,42,2,-,9
0,0.038461538461538464,0.75,0.8,1,22,2,-,5
0,0.038461538461538464,0.75,0.8,1,38,2,-,8
0,0.04807692307692308,0.75,0.6,1,21,3,-,7
0,0.04807692307692308,0.75,0.6,1,22,2,-,10
0,0.04807692307692308,0.75,0.6,1,23,3,-,10
0,0.04807692307692308,0.75,0.6,1,28,3,-,11
0,0.04807692307692308,0.75,0.6,1,29,3,-,14
0,0.04807692307692308,0.75,0.6,1,30,4,-,10
0,0.04807692307692308,0.75,0.6,1,30,4,-,8
0,0.04807692307692308,0.75,0.6,1,32,4,-,8
0,0.04807692307692308,0.75,0.7,1,21,2,-,6
0,0.04807692307692308,0.75,0.7,1,24,2,-,7
0,0.04807692307692308,0.75,0.7,1,24,3,-,11
0,0.04807692307692308,0.75,0.7,1,25,3,-,8
0,0.04807692307692308,0.75,0.7,1,29,3,-,9
0,0.04807692307692308,0.75,0.7,1,30,4,-,7
0,0.04807692307692308,0.75,0.7,1,31,4,-,7
0,0.057692307692307696,0.75,0.5,1,28,5,-,13
0,0.057692307692307696,0.75,0.6,1,20,3,-,7
0,0.057692307692307696,0.75,0.6,1,24,3,-,12
0,0.057692307692307696,0.75,0.6,1,28,4,-,12
0,0.057692307692307696,0.75,0.6,1,30,4,-,10
0,0.057692307692307696,0.75,0.6,1,39,5,-,11
0,0.057692307692307696,0.75,0.7,1,20,2,-,6
0,0.057692307692307696,0.75,0.7,1,20,3,-,6
0,0.057692307692307696,0.75,0.7,1,24,2,-,7
0,0.057692307692307696,0.75,0.7,1,24,3,-,11
0,0.057692307692307696,0.75,0.7,1,29,4,-,7
0,0.057692307692307696,0.75,0.7,1,34,2,-,11
0,0.057692307692307696,0.75,0.8,1,20,2,-,5
0,0.057692307692307696,0.75,0.8,1,24,2,-,7
0,0.057692307692307696,0.875,0.6,1,7,4,-,7
0,0.057692307692307696,0.875,0.7,1,7,3,-,4
0,0.0673076923076923,0.75,0.5,1,19,3,-,10
0,0.0673076923076923,0.75,0.5,1,20,4,-,9
0,0.0673076923076923,0.75,0.5,1,24,3,-,9
0,0.0673076923076923,0.75,0.6,1,19,3,-,7
0,0.0673076923076923,0.75,0.6,1,20,3,-,12
0,0.0673076923076923,0.75,0.6,1,21,3,-,12
0,0.0673076923076923,0.75,0.6,1,23,3,-,10
0,0.0673076923076923,0.75,0.6,1,23,4,-,13
0,0.0673076923076923,0.75,0.6,1,24,2,-,8
0,0.0673076923076923,0.75,0.6,1,26,5,-,8
0,0.0673076923076923,0.75,0.6,1,27,5,-,8
0,0.0673076923076923,0.75,0.6,1,34,2,-,12
0,0.0673076923076923,0.75,0.7,1,19,2,-,6
0,0.0673076923076923,0.75,0.7,1,23,2,-,15
0,0.0673076923076923,0.75,0.7,1,23,3,-,11
0,0.0673076923076923,0.75,0.7,1,26,4,-,7
0,0.0673076923076923,0.75,0.7,1,27,4,-,7
0,0.0673076923076923,0.75,0.7,1,32,3,-,13
0,0.0673076923076923,0.75,0.7,1,34,2,-,11
0,0.0673076923076923,0.75,0.8,1,38,3,-,18
0,0.0673076923076923,0.875,0.7,1,6,2,-,4
0,0.0673076923076923,0.875,0.7,1,6,3,-,6
0,0.07692307692307693,0.625,0.6,1,33,6,-,8
0,0.07692307692307693,0.625,0.6,1,40,4,-,15
0,0.07692307692307693,0.75,0.5,1,18,5,-,9
0,0.07692307692307693,0.75,0.5,1,21,4,-,11
0,0.07692307692307693,0.75,0.5,1,27,4,-,11
0,0.07692307692307693,0.75,0.6,1,18,3,-,9
0,0.07692307692307693,0.75,0.6,1,18,4,-,8
0,0.07692307692307693,0.75,0.6,1,19,3,-,8
0,0.07692307692307693,0.75,0.6,1,19,4,-,11
0,0.07692307692307693,0.75,0.6,1,20,3,-,18
0,0.07692307692307693,0.75,0.6,1,21,2,-,12
0,0.07692307692307693,0.75,0.6,1,21,3,-,10
0,0.07692307692307693,0.75,0.6,1,22,2,-,10
0,0.07692307692307693,0.75,0.6,1,22,3,-,14
0,0.07692307692307693,0.75,0.6,1,22,3,-,8
0,0.07692307692307693,0.75,0.6,1,22,3,-,9
0,0.07692307692307693,0.75,0.6,1,23,3,-,14
0,0.07692307692307693,0.75,0.6,1,23,4,-,11
0,0.07692307692307693,0.75,0.6,1,23,4,-,17
0,0.07692307692307693,0.75,0.6,1,24,3,-,11
0,0.07692307692307693,0.75,0.6,1,34,3,-,12
0,0.07692307692307693,0.75,0.7,1,18,3,-,6
0,0.07692307692307693,0.75,0.7,1,22,2,-,7
0,0.07692307692307693,0.75,0.7,1,23,4,-,12
0,0.07692307692307693,0.75,0.7,1,24,3,-,14
0,0.07692307692307693,0.75,0.7,1,24,5,-,15
0,0.07692307692307693,0.75,0.7,1,25,4,-,7
0,0.07692307692307693,0.75,0.7,1,25,4,-,9
0,0.07692307692307693,0.75,0.7,1,32,4,-,19
0,0.07692307692307693,0.75,0.7,1,34,2,-,11
0,0.07692307692307693,0.75,0.8,1,18,2,-,5
0,0.07692307692307693,0.75,0.8,1,34,2,-,8
0,0.07692307692307693,0.875,0.4,1,5,5,-,7
0,0.07692307692307693,0.875,0.5,1,5,4,-,6
0,0.07692307692307693,0.875,0.6,1,5,3,-,5
0,0.07692307692307693,0.875,0.6,1,6,3,-,7
0,0.07692307692307693,0.875,0.7,1,15,2,-,12
0,0.07692307692307693,0.875,0.7,1,5,2,-,4
0,0.07692307692307693,0.875,0.7,1,5,2,-,5
0,0.07692307692307693,0.875,0.7,1,5,3,-,4
0,0.07692307692307693,0.875,0.7,1,8,3,-,7
0,0.07692307692307693,0.875,0.8,1,15,1,-,11
0,0.07692307692307693,0.875,0.8,1,5,1,-,4
0,0.08653846153846154,0.625,0.5,1,31,5,-,12
0,0.08653846153846154,0.625,0.5,1,36,6,-,14
0,0.08653846153846154,0.625,0.6,1,42,5,-,16
0,0.08653846153846154,0.75,0.4,1,18,5,-,10
0,0.08653846153846154,0.75,0.4,1,30,6,-,12
0,0.08653846153846154,0.75,0.5,1,17,4,-,10
0,0.08653846153846154,0.75,0.5,1,17,4,-,8
0,0.08653846153846154,0.75,0.5,1,17,5,-,10
0,0.08653846153846154,0.75,0.5,1,18,3,-,10
0,0.08653846153846154,0.75,0.5,1,18,5,-,12
0,0.08653846153846154,0.75,0.5,1,19,3,-,9
0,0.08653846153846154,0.75,0.5,1,19,6,-,10
0,0.08653846153846154,0.75,0.5,1,20,6,-,16
0,0.08653846153846154,0.75,0.5,1,21,4,-,11
0,0.08653846153846154,0.75,0.5,1,22,4,-,20
0,0.08653846153846154,0.75,0.5,1,22,5,-,13
0,0.08653846153846154,0.75,0.5,1,23,4,-,10
0,0.08653846153846154,0.75,0.5,1,23,4,-,13
